geoid,SPORDER,PWGTP,AGEP,DEAR,DEYE,DOUT,DPHY,DRAT,DREM,RELP,DIS,person_age_group,decision_capable,decision_policy,synthetic_household_id,resident_id
14000US06089010300,3,16,17,2,2,2.0,2.0,,2.0,2,2,0_17,False,dependent,syn_t003_h0000002,syn_t003_h0000002_r003
14000US06089010300,1,11,51,2,2,2.0,2.0,,2.0,0,2,35_64,True,generative,syn_t003_h0000003,syn_t003_h0000003_r001
14000US06089010300,2,24,45,2,2,2.0,2.0,,2.0,12,2,35_64,True,generative,syn_t003_h0000003,syn_t003_h0000003_r002
14000US06089010300,1,71,49,2,2,2.0,2.0,,2.0,0,2,35_64,True,generative,syn_t003_h0000004,syn_t003_h0000004_r001
14000US06089010300,2,54,50,2,2,2.0,2.0,,2.0,1,2,35_64,True,generative,syn_t003_h0000004,syn_t003_h0000004_r002
14000US06089010300,1,36,30,2,2,2.0,2.0,,2.0,0,2,18_34,True,generative,syn_t003_h0000005,syn_t003_h0000005_r001
14000US06089010300,2,56,28,2,2,2.0,2.0,,2.0,13,2,18_34,True,generative,syn_t003_h0000005,syn_t003_h0000005_r002
14000US06089010300,1,78,40,2,2,2.0,2.0,,2.0,0,2,35_64,True,generative,syn_t003_h0000006,syn_t003_h0000006_r001
14000US06089010300,2,78,37,2,2,2.0,2.0,,2.0,1,2,35_64,True,generative,syn_t003_h0000006,syn_t003_h0000006_r002
14000US06089010300,1,35,63,2,2,2.0,1.0,,2.0,0,1,35_64,True,generative,syn_t003_h0000007,syn_t003_h0000007_r001
14000US06089010300,1,48,40,2,2,2.0,2.0,,2.0,0,2,35_64,True,generative,syn_t003_h0000008,syn_t003_h0000008_r001
14000US06089010300,2,58,9,2,2,,2.0,,2.0,5,2,0_17,False,dependent,syn_t003_h0000008,syn_t003_h0000008_r002
14000US06089010300,3,50,24,2,2,2.0,2.0,,2.0,12,2,18_34,True,generative,syn_t003_h0000008,syn_t003_h0000008_r003
14000US06089010300,1,16,47,2,2,2.0,2.0,,2.0,0,2,35_64,True,generative,syn_t003_h0000009,syn_t003_h0000009_r001
14000US06089010300,2,16,31,1,2,2.0,2.0,,2.0,1,1,18_34,True,generative,syn_t003_h0000009,syn_t003_h0000009_r002
14000US06089010300,3,16,18,2,2,2.0,2.0,,2.0,2,2,18_34,True,generative,syn_t003_h0000009,syn_t003_h0000009_r003
14000US06089010300,4,9,53,2,2,2.0,2.0,,2.0,10,2,35_64,True,generative,syn_t003_h0000009,syn_t003_h0000009_r004
14000US06089010300,1,25,47,2,2,2.0,2.0,,2.0,0,2,35_64,True,generative,syn_t003_h0000010,syn_t003_h0000010_r001
14000US06089010300,2,11,47,2,2,2.0,2.0,3.0,2.0,1,2,35_64,True,generative,syn_t003_h0000010,syn_t003_h0000010_r002
14000US06089010300,3,30,24,2,2,2.0,2.0,,2.0,2,2,18_34,True,generative,syn_t003_h0000010,syn_t003_h0000010_r003
14000US06089010300,4,28,16,2,2,2.0,2.0,,2.0,2,2,0_17,False,dependent,syn_t003_h0000010,syn_t003_h0000010_r004
14000US06089010300,1,62,34,2,2,2.0,2.0,,2.0,0,2,18_34,True,generative,syn_t003_h0000011,syn_t003_h0000011_r001
14000US06089010300,2,77,27,2,2,2.0,2.0,,2.0,1,2,18_34,True,generative,syn_t003_h0000011,syn_t003_h0000011_r002
14000US06089010300,1,43,78,1,1,2.0,1.0,,2.0,0,1,65_plus,True,generative,syn_t003_h0000012,syn_t003_h0000012_r001
14000US06089010300,1,42,35,2,2,1.0,1.0,,1.0,0,1,35_64,True,generative,syn_t003_h0000013,syn_t003_h0000013_r001
14000US06089010300,2,40,14,2,2,,2.0,,2.0,2,2,0_17,False,dependent,syn_t003_h0000013,syn_t003_h0000013_r002
14000US06089010300,3,32,16,2,2,2.0,2.0,,2.0,10,2,0_17,False,dependent,syn_t003_h0000013,syn_t003_h0000013_r003
14000US06089010300,4,39,13,2,2,,2.0,,2.0,10,2,0_17,False,dependent,syn_t003_h0000013,syn_t003_h0000013_r004
14000US06089010300,1,11,52,2,2,2.0,2.0,,2.0,0,2,35_64,True,generative,syn_t003_h0000014,syn_t003_h0000014_r001
14000US06089010300,2,25,25,2,2,2.0,2.0,,2.0,2,2,18_34,True,generative,syn_t003_h0000014,syn_t003_h0000014_r002
14000US06089010300,3,27,20,2,2,2.0,2.0,,2.0,2,2,18_34,True,generative,syn_t003_h0000014,syn_t003_h0000014_r003
14000US06089010300,1,21,73,1,2,1.0,1.0,,2.0,0,1,65_plus,True,generative,syn_t003_h0000015,syn_t003_h0000015_r001
14000US06089010300,2,18,64,2,2,2.0,2.0,,2.0,1,2,35_64,True,generative,syn_t003_h0000015,syn_t003_h0000015_r002
14000US06089010300,3,26,41,2,2,2.0,2.0,,2.0,2,2,35_64,True,generative,syn_t003_h0000015,syn_t003_h0000015_r003
14000US06089010300,4,31,50,2,2,2.0,2.0,,2.0,9,2,35_64,True,generative,syn_t003_h0000015,syn_t003_h0000015_r004
14000US06089010300,1,41,28,2,2,2.0,1.0,,2.0,0,1,18_34,True,generative,syn_t003_h0000016,syn_t003_h0000016_r001
14000US06089010300,2,45,26,2,2,2.0,2.0,,2.0,5,2,18_34,True,generative,syn_t003_h0000016,syn_t003_h0000016_r002
14000US06089010300,3,47,29,2,2,2.0,2.0,,2.0,13,2,18_34,True,generative,syn_t003_h0000016,syn_t003_h0000016_r003
14000US06089010300,1,12,58,2,2,2.0,2.0,,2.0,0,2,35_64,True,generative,syn_t003_h0000017,syn_t003_h0000017_r001
14000US06089010300,1,7,66,2,2,2.0,2.0,,2.0,0,2,65_plus,True,generative,syn_t003_h0000018,syn_t003_h0000018_r001
14000US06089010300,2,7,62,2,2,1.0,1.0,,2.0,1,1,35_64,True,generative,syn_t003_h0000018,syn_t003_h0000018_r002
14000US06089010300,1,46,30,2,2,2.0,2.0,,1.0,0,1,18_34,True,generative,syn_t003_h0000019,syn_t003_h0000019_r001
14000US06089010300,2,42,6,2,2,,2.0,,2.0,2,2,0_17,False,dependent,syn_t003_h0000019,syn_t003_h0000019_r002
14000US06089010300,1,11,57,2,2,2.0,2.0,,2.0,0,2,35_64,True,generative,syn_t003_h0000020,syn_t003_h0000020_r001
14000US06089010300,2,13,72,2,2,2.0,2.0,2.0,2.0,1,2,65_plus,True,generative,syn_t003_h0000020,syn_t003_h0000020_r002
14000US06089010300,3,17,18,2,2,2.0,2.0,,2.0,2,2,18_34,True,generative,syn_t003_h0000020,syn_t003_h0000020_r003
14000US06089010300,1,49,33,2,2,2.0,2.0,,2.0,0,2,18_34,True,generative,syn_t003_h0000021,syn_t003_h0000021_r001
14000US06089010300,2,48,31,2,2,2.0,2.0,,2.0,1,2,18_34,True,generative,syn_t003_h0000021,syn_t003_h0000021_r002
14000US06089010300,1,8,59,2,2,2.0,2.0,,2.0,0,2,35_64,True,generative,syn_t003_h0000022,syn_t003_h0000022_r001
14000US06089010400,1,5,63,2,2,2.0,2.0,,2.0,0,2,35_64,True,generative,syn_t004_h0000001,syn_t004_h0000001_r001
14000US06089010400,1,30,57,2,2,2.0,2.0,,2.0,0,2,35_64,True,generative,syn_t004_h0000002,syn_t004_h0000002_r001
14000US06089010400,1,26,41,2,2,2.0,2.0,,2.0,0,2,35_64,True,generative,syn_t004_h0000003,syn_t004_h0000003_r001
14000US06089010400,2,26,12,2,2,,2.0,,2.0,2,2,0_17,False,dependent,syn_t004_h0000003,syn_t004_h0000003_r002
14000US06089010400,3,25,9,2,2,,2.0,,2.0,2,2,0_17,False,dependent,syn_t004_h0000003,syn_t004_h0000003_r003
14000US06089010400,4,24,60,2,2,2.0,2.0,,2.0,6,2,35_64,True,generative,syn_t004_h0000003,syn_t004_h0000003_r004
14000US06089010400,1,12,62,2,2,1.0,1.0,,2.0,0,1,35_64,True,generative,syn_t004_h0000004,syn_t004_h0000004_r001
14000US06089010400,1,16,77,1,1,2.0,1.0,,2.0,0,1,65_plus,True,generative,syn_t004_h0000005,syn_t004_h0000005_r001
14000US06089010400,1,43,40,2,2,2.0,2.0,,2.0,0,2,35_64,True,generative,syn_t004_h0000006,syn_t004_h0000006_r001
14000US06089010400,2,44,31,2,2,2.0,2.0,,2.0,1,2,18_34,True,generative,syn_t004_h0000006,syn_t004_h0000006_r002
14000US06089010400,3,34,8,2,2,,2.0,,2.0,2,2,0_17,False,dependent,syn_t004_h0000006,syn_t004_h0000006_r003
14000US06089010400,1,33,67,2,2,2.0,2.0,,2.0,0,2,65_plus,True,generative,syn_t004_h0000007,syn_t004_h0000007_r001
14000US06089010400,2,33,67,2,2,2.0,2.0,,2.0,1,2,65_plus,True,generative,syn_t004_h0000007,syn_t004_h0000007_r002
14000US06089010400,1,48,57,1,2,2.0,2.0,,2.0,0,1,35_64,True,generative,syn_t004_h0000008,syn_t004_h0000008_r001
14000US06089010400,1,42,63,2,2,2.0,1.0,,2.0,0,1,35_64,True,generative,syn_t004_h0000009,syn_t004_h0000009_r001
14000US06089010400,2,24,87,1,2,1.0,1.0,,1.0,6,1,65_plus,True,generative,syn_t004_h0000009,syn_t004_h0000009_r002
14000US06089010400,1,18,56,2,2,2.0,2.0,,2.0,0,2,35_64,True,generative,syn_t004_h0000010,syn_t004_h0000010_r001
14000US06089010400,2,16,52,2,2,2.0,2.0,,2.0,1,2,35_64,True,generative,syn_t004_h0000010,syn_t004_h0000010_r002
14000US06089010400,1,28,52,2,2,2.0,2.0,,2.0,0,2,35_64,True,generative,syn_t004_h0000011,syn_t004_h0000011_r001
14000US06089010400,2,22,54,2,2,2.0,2.0,,2.0,1,2,35_64,True,generative,syn_t004_h0000011,syn_t004_h0000011_r002
14000US06089010400,3,37,17,2,2,2.0,2.0,,2.0,2,2,0_17,False,dependent,syn_t004_h0000011,syn_t004_h0000011_r003
14000US06089010400,1,64,30,2,2,2.0,2.0,,2.0,0,2,18_34,True,generative,syn_t004_h0000012,syn_t004_h0000012_r001
14000US06089010400,2,74,28,2,2,2.0,2.0,,2.0,1,2,18_34,True,generative,syn_t004_h0000012,syn_t004_h0000012_r002
14000US06089010400,3,66,5,2,2,,2.0,,2.0,2,2,0_17,False,dependent,syn_t004_h0000012,syn_t004_h0000012_r003
14000US06089010400,1,45,23,2,2,2.0,2.0,,2.0,0,2,18_34,True,generative,syn_t004_h0000013,syn_t004_h0000013_r001
14000US06089010400,2,37,21,2,2,2.0,2.0,,2.0,1,2,18_34,True,generative,syn_t004_h0000013,syn_t004_h0000013_r002
14000US06089010400,1,74,71,1,1,2.0,2.0,,1.0,0,1,65_plus,True,generative,syn_t004_h0000014,syn_t004_h0000014_r001
14000US06089010400,2,75,76,1,1,1.0,1.0,,1.0,1,1,65_plus,True,generative,syn_t004_h0000014,syn_t004_h0000014_r002
14000US06089010400,3,81,31,2,2,2.0,2.0,,1.0,7,1,18_34,True,generative,syn_t004_h0000014,syn_t004_h0000014_r003
14000US06089010400,4,109,24,2,2,2.0,2.0,,2.0,7,2,18_34,True,generative,syn_t004_h0000014,syn_t004_h0000014_r004
14000US06089010400,5,94,21,2,2,2.0,2.0,,2.0,7,2,18_34,True,generative,syn_t004_h0000014,syn_t004_h0000014_r005
14000US06089010400,6,77,3,2,2,,,,,7,2,0_17,False,dependent,syn_t004_h0000014,syn_t004_h0000014_r006
14000US06089010400,7,97,0,2,1,,,,,7,1,0_17,False,dependent,syn_t004_h0000014,syn_t004_h0000014_r007
14000US06089010400,1,10,83,2,2,2.0,2.0,,2.0,0,2,65_plus,True,generative,syn_t004_h0000015,syn_t004_h0000015_r001
14000US06089010400,1,23,52,2,2,2.0,2.0,,2.0,0,2,35_64,True,generative,syn_t004_h0000016,syn_t004_h0000016_r001
14000US06089010400,2,19,51,2,2,1.0,1.0,,2.0,1,1,35_64,True,generative,syn_t004_h0000016,syn_t004_h0000016_r002
14000US06089010400,3,46,21,2,2,2.0,2.0,,2.0,2,2,18_34,True,generative,syn_t004_h0000016,syn_t004_h0000016_r003
14000US06089010400,4,39,80,2,2,2.0,2.0,,2.0,10,2,65_plus,True,generative,syn_t004_h0000016,syn_t004_h0000016_r004
14000US06089010400,1,57,50,2,2,2.0,2.0,,2.0,0,2,35_64,True,generative,syn_t004_h0000017,syn_t004_h0000017_r001
14000US06089010400,2,77,15,2,2,2.0,2.0,,2.0,2,2,0_17,False,dependent,syn_t004_h0000017,syn_t004_h0000017_r002
14000US06089010400,1,22,47,2,2,2.0,2.0,,2.0,0,2,35_64,True,generative,syn_t004_h0000018,syn_t004_h0000018_r001
14000US06089010400,1,26,44,2,1,2.0,2.0,,2.0,0,1,35_64,True,generative,syn_t004_h0000019,syn_t004_h0000019_r001
14000US06089010400,2,30,22,2,2,2.0,2.0,,2.0,2,2,18_34,True,generative,syn_t004_h0000019,syn_t004_h0000019_r002
14000US06089010400,3,18,18,2,2,2.0,2.0,,2.0,2,2,18_34,True,generative,syn_t004_h0000019,syn_t004_h0000019_r003
14000US06089010400,4,34,15,2,2,2.0,2.0,,2.0,2,2,0_17,False,dependent,syn_t004_h0000019,syn_t004_h0000019_r004
14000US06089010400,1,23,75,2,2,2.0,2.0,,2.0,0,2,65_plus,True,generative,syn_t004_h0000020,syn_t004_h0000020_r001
14000US06089010400,1,39,50,2,2,2.0,2.0,,2.0,0,2,35_64,True,generative,syn_t004_h0000021,syn_t004_h0000021_r001
14000US06089010400,2,65,19,2,2,2.0,2.0,,2.0,2,2,18_34,True,generative,syn_t004_h0000021,syn_t004_h0000021_r002
14000US06089010400,1,13,67,1,2,2.0,2.0,2.0,2.0,0,1,65_plus,True,generative,syn_t004_h0000022,syn_t004_h0000022_r001
14000US06089010400,2,13,68,2,2,2.0,2.0,,2.0,1,2,65_plus,True,generative,syn_t004_h0000022,syn_t004_h0000022_r002
14000US06089010400,1,26,31,2,2,2.0,2.0,,2.0,0,2,18_34,True,generative,syn_t004_h0000023,syn_t004_h0000023_r001
14000US06089010400,2,29,6,2,2,,2.0,,2.0,2,2,0_17,False,dependent,syn_t004_h0000023,syn_t004_h0000023_r002
14000US06089010500,1,36,34,2,2,2.0,2.0,,2.0,0,2,18_34,True,generative,syn_t005_h0000001,syn_t005_h0000001_r001
14000US06089010500,1,14,44,2,2,2.0,2.0,,2.0,0,2,35_64,True,generative,syn_t005_h0000002,syn_t005_h0000002_r001
14000US06089010500,2,14,42,2,2,2.0,2.0,,2.0,1,2,35_64,True,generative,syn_t005_h0000002,syn_t005_h0000002_r002
14000US06089010500,3,19,15,2,2,2.0,2.0,,2.0,2,2,0_17,False,dependent,syn_t005_h0000002,syn_t005_h0000002_r003
14000US06089010500,4,14,14,2,2,,2.0,,2.0,2,2,0_17,False,dependent,syn_t005_h0000002,syn_t005_h0000002_r004
14000US06089010500,1,44,44,2,2,2.0,2.0,,2.0,0,2,35_64,True,generative,syn_t005_h0000003,syn_t005_h0000003_r001
14000US06089010500,2,56,17,2,2,1.0,2.0,,1.0,2,1,0_17,False,dependent,syn_t005_h0000003,syn_t005_h0000003_r002
14000US06089010500,1,26,41,2,2,1.0,2.0,5.0,2.0,0,1,35_64,True,generative,syn_t005_h0000004,syn_t005_h0000004_r001
14000US06089010500,2,35,15,2,2,2.0,2.0,,2.0,2,2,0_17,False,dependent,syn_t005_h0000004,syn_t005_h0000004_r002
14000US06089010500,1,74,71,1,1,2.0,2.0,,1.0,0,1,65_plus,True,generative,syn_t005_h0000005,syn_t005_h0000005_r001
14000US06089010500,2,75,76,1,1,1.0,1.0,,1.0,1,1,65_plus,True,generative,syn_t005_h0000005,syn_t005_h0000005_r002
14000US06089010500,3,81,31,2,2,2.0,2.0,,1.0,7,1,18_34,True,generative,syn_t005_h0000005,syn_t005_h0000005_r003
14000US06089010500,4,109,24,2,2,2.0,2.0,,2.0,7,2,18_34,True,generative,syn_t005_h0000005,syn_t005_h0000005_r004
14000US06089010500,5,94,21,2,2,2.0,2.0,,2.0,7,2,18_34,True,generative,syn_t005_h0000005,syn_t005_h0000005_r005
14000US06089010500,6,77,3,2,2,,,,,7,2,0_17,False,dependent,syn_t005_h0000005,syn_t005_h0000005_r006
14000US06089010500,7,97,0,2,1,,,,,7,1,0_17,False,dependent,syn_t005_h0000005,syn_t005_h0000005_r007
14000US06089010500,1,45,41,2,2,2.0,2.0,,2.0,0,2,35_64,True,generative,syn_t005_h0000006,syn_t005_h0000006_r001
14000US06089010500,2,48,37,2,2,2.0,2.0,,2.0,1,2,35_64,True,generative,syn_t005_h0000006,syn_t005_h0000006_r002
14000US06089010500,3,56,9,2,2,,2.0,,2.0,2,2,0_17,False,dependent,syn_t005_h0000006,syn_t005_h0000006_r003
14000US06089010500,1,13,38,2,2,2.0,2.0,,2.0,0,2,35_64,True,generative,syn_t005_h0000007,syn_t005_h0000007_r001
14000US06089010500,2,15,43,1,2,2.0,2.0,,2.0,1,1,35_64,True,generative,syn_t005_h0000007,syn_t005_h0000007_r002
14000US06089010500,3,15,8,2,2,,2.0,,2.0,2,2,0_17,False,dependent,syn_t005_h0000007,syn_t005_h0000007_r003
14000US06089010500,4,15,5,2,2,,2.0,,2.0,2,2,0_17,False,dependent,syn_t005_h0000007,syn_t005_h0000007_r004
14000US06089010500,1,15,42,2,2,2.0,2.0,,2.0,0,2,35_64,True,generative,syn_t005_h0000008,syn_t005_h0000008_r001
14000US06089010500,2,16,18,2,2,2.0,2.0,,2.0,2,2,18_34,True,generative,syn_t005_h0000008,syn_t005_h0000008_r002
14000US06089010500,3,17,15,2,2,2.0,2.0,,2.0,2,2,0_17,False,dependent,syn_t005_h0000008,syn_t005_h0000008_r003
14000US06089010500,1,76,40,2,2,2.0,2.0,,2.0,0,2,35_64,True,generative,syn_t005_h0000009,syn_t005_h0000009_r001
14000US06089010500,1,35,55,2,2,2.0,2.0,,2.0,0,2,35_64,True,generative,syn_t005_h0000010,syn_t005_h0000010_r001
14000US06089010500,2,33,15,2,2,2.0,2.0,,2.0,2,2,0_17,False,dependent,syn_t005_h0000010,syn_t005_h0000010_r002
14000US06089010500,3,41,14,2,2,,2.0,,2.0,2,2,0_17,False,dependent,syn_t005_h0000010,syn_t005_h0000010_r003
14000US06089010500,1,14,63,2,2,2.0,1.0,,2.0,0,1,35_64,True,generative,syn_t005_h0000011,syn_t005_h0000011_r001
14000US06089010500,1,15,62,2,2,2.0,2.0,,2.0,0,2,35_64,True,generative,syn_t005_h0000012,syn_t005_h0000012_r001
14000US06089010500,2,15,62,2,2,2.0,2.0,,2.0,1,2,35_64,True,generative,syn_t005_h0000012,syn_t005_h0000012_r002
14000US06089010500,3,15,61,2,2,2.0,1.0,,2.0,5,1,35_64,True,generative,syn_t005_h0000012,syn_t005_h0000012_r003
14000US06089010500,1,11,53,2,2,2.0,2.0,,2.0,0,2,35_64,True,generative,syn_t005_h0000013,syn_t005_h0000013_r001
14000US06089010500,2,12,51,2,2,2.0,2.0,,2.0,1,2,35_64,True,generative,syn_t005_h0000013,syn_t005_h0000013_r002
14000US06089010500,1,39,44,2,2,2.0,2.0,,2.0,0,2,35_64,True,generative,syn_t005_h0000014,syn_t005_h0000014_r001
14000US06089010500,2,33,58,2,2,2.0,2.0,,2.0,1,2,35_64,True,generative,syn_t005_h0000014,syn_t005_h0000014_r002
14000US06089010500,1,13,64,2,2,2.0,2.0,,2.0,0,2,35_64,True,generative,syn_t005_h0000015,syn_t005_h0000015_r001
14000US06089010500,1,11,48,2,2,2.0,2.0,,2.0,0,2,35_64,True,generative,syn_t005_h0000016,syn_t005_h0000016_r001
14000US06089010500,1,14,67,2,2,2.0,2.0,,2.0,0,2,65_plus,True,generative,syn_t005_h0000017,syn_t005_h0000017_r001
14000US06089010500,2,13,64,2,2,2.0,2.0,2.0,2.0,1,2,35_64,True,generative,syn_t005_h0000017,syn_t005_h0000017_r002
14000US06089010500,1,20,42,2,2,2.0,2.0,,2.0,0,2,35_64,True,generative,syn_t005_h0000018,syn_t005_h0000018_r001
14000US06089010500,1,71,35,2,2,1.0,1.0,,1.0,0,1,35_64,True,generative,syn_t005_h0000019,syn_t005_h0000019_r001
14000US06089010500,2,50,34,2,2,2.0,2.0,,2.0,13,2,18_34,True,generative,syn_t005_h0000019,syn_t005_h0000019_r002
14000US06089010500,3,74,15,2,2,2.0,2.0,,2.0,15,2,0_17,False,dependent,syn_t005_h0000019,syn_t005_h0000019_r003
14000US06089010500,4,97,10,2,2,,2.0,,2.0,15,2,0_17,False,dependent,syn_t005_h0000019,syn_t005_h0000019_r004
14000US06089010500,1,39,66,2,2,2.0,1.0,,2.0,0,1,65_plus,True,generative,syn_t005_h0000020,syn_t005_h0000020_r001
14000US06089010500,2,44,33,2,2,2.0,2.0,,2.0,13,2,18_34,True,generative,syn_t005_h0000020,syn_t005_h0000020_r002
14000US06089010500,1,56,34,2,2,2.0,2.0,,2.0,0,2,18_34,True,generative,syn_t005_h0000021,syn_t005_h0000021_r001
14000US06089010500,2,59,14,2,2,,2.0,,2.0,2,2,0_17,False,dependent,syn_t005_h0000021,syn_t005_h0000021_r002
14000US06089010500,3,59,10,2,2,,2.0,,2.0,2,2,0_17,False,dependent,syn_t005_h0000021,syn_t005_h0000021_r003
14000US06089010500,4,59,5,2,2,,2.0,,2.0,2,2,0_17,False,dependent,syn_t005_h0000021,syn_t005_h0000021_r004
14000US06089010500,5,65,35,2,2,2.0,2.0,,2.0,13,2,35_64,True,generative,syn_t005_h0000021,syn_t005_h0000021_r005
14000US06089010500,1,21,49,2,2,2.0,2.0,,2.0,0,2,35_64,True,generative,syn_t005_h0000022,syn_t005_h0000022_r001
14000US06089010500,2,25,12,2,2,,2.0,,2.0,2,2,0_17,False,dependent,syn_t005_h0000022,syn_t005_h0000022_r002
