geoid,PUMA,WGTP,NP,TYPE,VEH,HHT,HINCP,household_income,vehicle_count,household_structure,household_older_adult_presence,weight,household_size,synthetic_household_id
14000US06089010300,8900,41,3,1,2.0,2.0,32900.0,30000_34999,2,other_male_householder,no_65_plus,41.0,3,syn_t003_h0000016
14000US06089010300,8900,12,1,1,1.0,4.0,16700.0,15000_19999,1,nonfamily_living_alone,no_65_plus,12.0,1,syn_t003_h0000017
14000US06089010300,8900,7,2,1,2.0,1.0,40010.0,40000_44999,2,married_couple,has_65_plus,7.0,2,syn_t003_h0000018
14000US06089010300,8900,46,2,1,1.0,3.0,38780.0,35000_39999,1,other_female_householder,no_65_plus,46.0,2,syn_t003_h0000019
14000US06089010300,8900,10,3,1,2.0,1.0,133500.0,125000_149999,2,married_couple,has_65_plus,10.0,3,syn_t003_h0000020
14000US06089010300,8900,50,2,1,2.0,1.0,26000.0,25000_29999,2,married_couple,no_65_plus,50.0,2,syn_t003_h0000021
14000US06089010300,8900,8,1,1,1.0,6.0,71600.0,60000_74999,1,nonfamily_not_living_alone,no_65_plus,8.0,1,syn_t003_h0000022
14000US06089010400,8900,5,1,1,1.0,4.0,13000.0,10000_14999,1,nonfamily_living_alone,no_65_plus,5.0,1,syn_t004_h0000001
14000US06089010400,8900,31,1,1,0.0,4.0,0.0,lt_10000,0,nonfamily_living_alone,no_65_plus,31.0,1,syn_t004_h0000002
14000US06089010400,8900,26,4,1,2.0,3.0,36800.0,35000_39999,2,other_female_householder,no_65_plus,26.0,4,syn_t004_h0000003
14000US06089010400,8900,11,1,1,0.0,4.0,1400.0,lt_10000,0,nonfamily_living_alone,no_65_plus,11.0,1,syn_t004_h0000004
14000US06089010400,8900,16,1,1,1.0,6.0,12300.0,10000_14999,1,nonfamily_not_living_alone,has_65_plus,16.0,1,syn_t004_h0000005
14000US06089010400,8900,43,3,1,2.0,1.0,47000.0,45000_49999,2,married_couple,no_65_plus,43.0,3,syn_t004_h0000006
14000US06089010400,8900,33,2,1,2.0,1.0,83500.0,75000_99999,2,married_couple,has_65_plus,33.0,2,syn_t004_h0000007
14000US06089010400,8900,48,1,1,1.0,4.0,23000.0,20000_24999,1,nonfamily_living_alone,no_65_plus,48.0,1,syn_t004_h0000008
14000US06089010400,8900,42,2,1,2.0,3.0,40600.0,40000_44999,2,other_female_householder,has_65_plus,42.0,2,syn_t004_h0000009
14000US06089010400,8900,18,2,1,3.0,1.0,84000.0,75000_99999,3,married_couple,no_65_plus,18.0,2,syn_t004_h0000010
14000US06089010400,8900,28,3,1,3.0,1.0,257460.0,200000_plus,3,married_couple,no_65_plus,28.0,3,syn_t004_h0000011
14000US06089010400,8900,63,3,1,2.0,1.0,150000.0,150000_199999,2,married_couple,no_65_plus,63.0,3,syn_t004_h0000012
14000US06089010400,8900,45,2,1,2.0,1.0,75000.0,75000_99999,2,married_couple,no_65_plus,45.0,2,syn_t004_h0000013
14000US06089010400,8900,75,7,1,1.0,1.0,36700.0,35000_39999,1,married_couple,has_65_plus,75.0,7,syn_t004_h0000014
14000US06089010400,8900,9,1,1,1.0,4.0,12000.0,10000_14999,1,nonfamily_living_alone,has_65_plus,9.0,1,syn_t004_h0000015
14000US06089010400,8900,23,4,1,4.0,1.0,182000.0,150000_199999,4_plus,married_couple,has_65_plus,23.0,4,syn_t004_h0000016
14000US06089010400,8900,57,2,1,0.0,2.0,20000.0,20000_24999,0,other_male_householder,no_65_plus,57.0,2,syn_t004_h0000017
14000US06089010400,8900,22,1,1,1.0,4.0,32000.0,30000_34999,1,nonfamily_living_alone,no_65_plus,22.0,1,syn_t004_h0000018
14000US06089010400,8900,27,4,1,3.0,3.0,52000.0,50000_59999,3,other_female_householder,no_65_plus,27.0,4,syn_t004_h0000019
14000US06089010400,8900,24,1,1,0.0,4.0,14700.0,10000_14999,0,nonfamily_living_alone,has_65_plus,24.0,1,syn_t004_h0000020
14000US06089010400,8900,39,2,1,2.0,3.0,55000.0,50000_59999,2,other_female_householder,no_65_plus,39.0,2,syn_t004_h0000021
14000US06089010400,8900,13,2,1,2.0,1.0,42200.0,40000_44999,2,married_couple,has_65_plus,13.0,2,syn_t004_h0000022
14000US06089010400,8900,26,2,1,1.0,3.0,40000.0,40000_44999,1,other_female_householder,no_65_plus,26.0,2,syn_t004_h0000023
14000US06089010500,8900,36,1,1,1.0,4.0,20000.0,20000_24999,1,nonfamily_living_alone,no_65_plus,36.0,1,syn_t005_h0000001
14000US06089010500,8900,14,4,1,2.0,1.0,80000.0,75000_99999,2,married_couple,no_65_plus,14.0,4,syn_t005_h0000002
14000US06089010500,8900,44,2,1,1.0,3.0,35000.0,35000_39999,1,other_female_householder,no_65_plus,44.0,2,syn_t005_h0000003
14000US06089010500,8900,25,2,1,1.0,2.0,3800.0,lt_10000,1,other_male_householder,no_65_plus,25.0,2,syn_t005_h0000004
14000US06089010500,8900,75,7,1,1.0,1.0,36700.0,35000_39999,1,married_couple,has_65_plus,75.0,7,syn_t005_h0000005
14000US06089010500,8900,45,3,1,3.0,1.0,63000.0,60000_74999,3,married_couple,no_65_plus,45.0,3,syn_t005_h0000006
14000US06089010500,8900,12,4,1,2.0,1.0,30000.0,30000_34999,2,married_couple,no_65_plus,12.0,4,syn_t005_h0000007
14000US06089010500,8900,15,3,1,2.0,3.0,56000.0,50000_59999,2,other_female_householder,no_65_plus,15.0,3,syn_t005_h0000008
14000US06089010500,8900,75,1,1,1.0,4.0,10000.0,10000_14999,1,nonfamily_living_alone,no_65_plus,75.0,1,syn_t005_h0000009
14000US06089010500,8900,36,3,1,1.0,2.0,13000.0,10000_14999,1,other_male_householder,no_65_plus,36.0,3,syn_t005_h0000010
14000US06089010500,8900,14,1,1,1.0,6.0,11400.0,10000_14999,1,nonfamily_not_living_alone,no_65_plus,14.0,1,syn_t005_h0000011
14000US06089010500,8900,15,3,1,0.0,1.0,127050.0,125000_149999,0,married_couple,no_65_plus,15.0,3,syn_t005_h0000012
14000US06089010500,8900,11,2,1,3.0,1.0,13600.0,10000_14999,3,married_couple,no_65_plus,11.0,2,syn_t005_h0000013
14000US06089010500,8900,39,2,1,1.0,1.0,43200.0,40000_44999,1,married_couple,no_65_plus,39.0,2,syn_t005_h0000014
14000US06089010500,8900,13,1,1,3.0,4.0,75000.0,75000_99999,3,nonfamily_living_alone,no_65_plus,13.0,1,syn_t005_h0000015
14000US06089010500,8900,12,1,1,2.0,4.0,250000.0,200000_plus,2,nonfamily_living_alone,no_65_plus,12.0,1,syn_t005_h0000016
14000US06089010500,8900,13,2,1,1.0,1.0,42500.0,40000_44999,1,married_couple,has_65_plus,13.0,2,syn_t005_h0000017
14000US06089010500,8900,20,1,1,1.0,6.0,65000.0,60000_74999,1,nonfamily_not_living_alone,no_65_plus,20.0,1,syn_t005_h0000018
14000US06089010500,8900,71,4,1,2.0,5.0,42300.0,40000_44999,2,nonfamily_living_alone,no_65_plus,71.0,4,syn_t005_h0000019
14000US06089010500,8900,38,2,1,2.0,5.0,0.0,lt_10000,2,nonfamily_living_alone,has_65_plus,38.0,2,syn_t005_h0000020
14000US06089010500,8900,56,5,1,2.0,3.0,80000.0,75000_99999,2,other_female_householder,no_65_plus,56.0,5,syn_t005_h0000021
14000US06089010500,8900,21,2,1,1.0,3.0,66500.0,60000_74999,1,other_female_householder,no_65_plus,21.0,2,syn_t005_h0000022
14000US06089010500,8900,90,3,1,2.0,1.0,72000.0,60000_74999,2,married_couple,no_65_plus,90.0,3,syn_t005_h0000023
14000US06089010500,8900,37,1,1,0.0,4.0,11500.0,10000_14999,0,nonfamily_living_alone,no_65_plus,37.0,1,syn_t005_h0000024
14000US06089010500,8900,42,4,1,2.0,1.0,76000.0,75000_99999,2,married_couple,no_65_plus,42.0,4,syn_t005_h0000025
14000US06089010500,8900,22,4,1,2.0,2.0,69600.0,60000_74999,2,other_male_householder,no_65_plus,22.0,4,syn_t005_h0000026
14000US06089010500,8900,45,1,1,0.0,4.0,11400.0,10000_14999,0,nonfamily_living_alone,no_65_plus,45.0,1,syn_t005_h0000027
14000US06089010500,8900,41,5,1,3.0,1.0,40000.0,40000_44999,3,married_couple,no_65_plus,41.0,5,syn_t005_h0000028
14000US06089010500,8900,30,4,1,2.0,1.0,62000.0,60000_74999,2,married_couple,no_65_plus,30.0,4,syn_t005_h0000029
14000US06089010500,8900,19,1,1,1.0,6.0,78300.0,75000_99999,1,nonfamily_not_living_alone,has_65_plus,19.0,1,syn_t005_h0000030
14000US06089010601,8900,12,2,1,2.0,1.0,72600.0,60000_74999,2,married_couple,has_65_plus,12.0,2,syn_t006_h0000001
14000US06089010601,8900,62,2,1,2.0,1.0,75000.0,75000_99999,2,married_couple,has_65_plus,62.0,2,syn_t006_h0000002
14000US06089010601,8900,11,2,1,3.0,1.0,88300.0,75000_99999,3,married_couple,no_65_plus,11.0,2,syn_t006_h0000003
14000US06089010601,8900,12,8,1,2.0,3.0,164100.0,150000_199999,2,other_female_householder,has_65_plus,12.0,8,syn_t006_h0000004
14000US06089010601,8900,33,3,1,2.0,1.0,65000.0,60000_74999,2,married_couple,no_65_plus,33.0,3,syn_t006_h0000005
14000US06089010601,8900,5,5,1,6.0,3.0,149000.0,125000_149999,4_plus,other_female_householder,has_65_plus,5.0,5,syn_t006_h0000006
14000US06089010601,8900,48,1,1,0.0,4.0,15600.0,15000_19999,0,nonfamily_living_alone,has_65_plus,48.0,1,syn_t006_h0000007
14000US06089010601,8900,50,5,1,2.0,1.0,50500.0,50000_59999,2,married_couple,no_65_plus,50.0,5,syn_t006_h0000008
14000US06089010601,8900,12,2,1,2.0,1.0,36400.0,35000_39999,2,married_couple,has_65_plus,12.0,2,syn_t006_h0000009
14000US06089010601,8900,32,1,1,1.0,4.0,168000.0,150000_199999,1,nonfamily_living_alone,no_65_plus,32.0,1,syn_t006_h0000010
14000US06089010601,8900,4,2,1,2.0,1.0,200000.0,200000_plus,2,married_couple,has_65_plus,4.0,2,syn_t006_h0000011
14000US06089010601,8900,98,4,1,2.0,1.0,63000.0,60000_74999,2,married_couple,no_65_plus,98.0,4,syn_t006_h0000012
14000US06089010601,8900,14,3,1,2.0,1.0,132400.0,125000_149999,2,married_couple,has_65_plus,14.0,3,syn_t006_h0000013
14000US06089010601,8900,10,1,1,1.0,4.0,34000.0,30000_34999,1,nonfamily_living_alone,no_65_plus,10.0,1,syn_t006_h0000014
14000US06089010602,8900,42,2,1,2.0,2.0,48900.0,45000_49999,2,other_male_householder,no_65_plus,42.0,2,syn_t007_h0000001
14000US06089010602,8900,26,2,1,1.0,3.0,40000.0,40000_44999,1,other_female_householder,no_65_plus,26.0,2,syn_t007_h0000002
14000US06089010602,8900,25,5,1,3.0,1.0,60000.0,60000_74999,3,married_couple,no_65_plus,25.0,5,syn_t007_h0000003
14000US06089010602,8900,11,8,1,3.0,1.0,101800.0,100000_124999,3,married_couple,no_65_plus,11.0,8,syn_t007_h0000004
14000US06089010602,8900,7,2,1,2.0,1.0,160000.0,150000_199999,2,married_couple,has_65_plus,7.0,2,syn_t007_h0000005
14000US06089010602,8900,22,1,1,2.0,4.0,41100.0,40000_44999,2,nonfamily_living_alone,has_65_plus,22.0,1,syn_t007_h0000006
14000US06089010602,8900,39,1,1,0.0,4.0,20000.0,20000_24999,0,nonfamily_living_alone,no_65_plus,39.0,1,syn_t007_h0000007
14000US06089010602,8900,34,2,1,5.0,1.0,105000.0,100000_124999,4_plus,married_couple,no_65_plus,34.0,2,syn_t007_h0000008
14000US06089010602,8900,13,2,1,2.0,1.0,75000.0,75000_99999,2,married_couple,no_65_plus,13.0,2,syn_t007_h0000009
14000US06089010602,8900,13,1,1,1.0,4.0,35000.0,35000_39999,1,nonfamily_living_alone,no_65_plus,13.0,1,syn_t007_h0000010
14000US06089010602,8900,6,4,1,4.0,1.0,141400.0,125000_149999,4_plus,married_couple,has_65_plus,6.0,4,syn_t007_h0000011
14000US06089010602,8900,56,1,1,1.0,4.0,20000.0,20000_24999,1,nonfamily_living_alone,no_65_plus,56.0,1,syn_t007_h0000012
14000US06089010602,8900,6,2,1,2.0,1.0,51500.0,50000_59999,2,married_couple,has_65_plus,6.0,2,syn_t007_h0000013
14000US06089010602,8900,64,4,1,2.0,3.0,115700.0,100000_124999,2,other_female_householder,no_65_plus,64.0,4,syn_t007_h0000014
14000US06089010602,8900,15,2,1,2.0,1.0,110000.0,100000_124999,2,married_couple,no_65_plus,15.0,2,syn_t007_h0000015
14000US06089010602,8900,20,2,1,2.0,1.0,59890.0,50000_59999,2,married_couple,has_65_plus,20.0,2,syn_t007_h0000016
14000US06089010602,8900,19,2,1,2.0,2.0,26000.0,25000_29999,2,other_male_householder,no_65_plus,19.0,2,syn_t007_h0000017
14000US06089010602,8900,37,1,1,1.0,4.0,22000.0,20000_24999,1,nonfamily_living_alone,has_65_plus,37.0,1,syn_t007_h0000018
14000US06089010602,8900,20,4,1,4.0,1.0,176000.0,150000_199999,4_plus,married_couple,no_65_plus,20.0,4,syn_t007_h0000019
14000US06089010602,8900,56,4,1,2.0,1.0,38000.0,35000_39999,2,married_couple,no_65_plus,56.0,4,syn_t007_h0000020
14000US06089010602,8900,12,2,1,0.0,1.0,38600.0,35000_39999,0,married_couple,has_65_plus,12.0,2,syn_t007_h0000021
14000US06089010602,8900,47,1,1,1.0,4.0,10500.0,10000_14999,1,nonfamily_living_alone,no_65_plus,47.0,1,syn_t007_h0000022
14000US06089010602,8900,11,1,1,1.0,4.0,57000.0,50000_59999,1,nonfamily_living_alone,no_65_plus,11.0,1,syn_t007_h0000023
14000US06089010602,8900,69,1,1,1.0,4.0,40000.0,40000_44999,1,nonfamily_living_alone,no_65_plus,69.0,1,syn_t007_h0000024
14000US06089010602,8900,70,1,1,1.0,4.0,10000.0,10000_14999,1,nonfamily_living_alone,no_65_plus,70.0,1,syn_t007_h0000025
14000US06089010602,8900,20,2,1,2.0,1.0,68000.0,60000_74999,2,married_couple,no_65_plus,20.0,2,syn_t007_h0000026
14000US06089010602,8900,11,2,1,2.0,1.0,90000.0,75000_99999,2,married_couple,no_65_plus,11.0,2,syn_t007_h0000027
14000US06089010602,8900,24,2,1,2.0,3.0,20300.0,20000_24999,2,other_female_householder,has_65_plus,24.0,2,syn_t007_h0000028
14000US06089010602,8900,35,2,1,3.0,5.0,157000.0,150000_199999,3,nonfamily_living_alone,no_65_plus,35.0,2,syn_t007_h0000029
14000US06089010602,8900,19,2,1,3.0,1.0,283000.0,200000_plus,3,married_couple,no_65_plus,19.0,2,syn_t007_h0000030
14000US06089010602,8900,25,2,1,4.0,1.0,94800.0,75000_99999,4_plus,married_couple,has_65_plus,25.0,2,syn_t007_h0000031
14000US06089010602,8900,7,2,1,1.0,1.0,208000.0,200000_plus,1,married_couple,has_65_plus,7.0,2,syn_t007_h0000032
14000US06089010602,8900,15,4,1,4.0,1.0,207000.0,200000_plus,4_plus,married_couple,no_65_plus,15.0,4,syn_t007_h0000033
14000US06089010602,8900,26,2,1,2.0,1.0,88000.0,75000_99999,2,married_couple,has_65_plus,26.0,2,syn_t007_h0000034
14000US06089010603,8900,35,2,1,1.0,1.0,30401.0,30000_34999,1,married_couple,has_65_plus,35.0,2,syn_t008_h0000001
14000US06089010603,8900,11,1,1,2.0,4.0,13100.0,10000_14999,2,nonfamily_living_alone,has_65_plus,11.0,1,syn_t008_h0000002
14000US06089010603,8900,23,4,1,2.0,1.0,58500.0,50000_59999,2,married_couple,no_65_plus,23.0,4,syn_t008_h0000003
14000US06089010603,8900,13,5,1,3.0,1.0,51380.0,50000_59999,3,married_couple,no_65_plus,13.0,5,syn_t008_h0000004
14000US06089010603,8900,14,3,1,3.0,1.0,74000.0,60000_74999,3,married_couple,no_65_plus,14.0,3,syn_t008_h0000005
14000US06089010603,8900,11,2,1,3.0,1.0,100000.0,100000_124999,3,married_couple,has_65_plus,11.0,2,syn_t008_h0000006
14000US06089010603,8900,18,6,1,2.0,1.0,112000.0,100000_124999,2,married_couple,no_65_plus,18.0,6,syn_t008_h0000007
14000US06089010603,8900,15,4,1,3.0,1.0,33000.0,30000_34999,3,married_couple,no_65_plus,15.0,4,syn_t008_h0000008
14000US06089010702,8900,13,1,1,2.0,4.0,18000.0,15000_19999,2,nonfamily_living_alone,no_65_plus,13.0,1,syn_t009_h0000001
14000US06089010702,8900,41,2,1,1.0,1.0,60000.0,60000_74999,1,married_couple,no_65_plus,41.0,2,syn_t009_h0000002
14000US06089010702,8900,9,1,1,0.0,4.0,23500.0,20000_24999,0,nonfamily_living_alone,has_65_plus,9.0,1,syn_t009_h0000003
14000US06089010702,8900,9,3,1,1.0,2.0,112640.0,100000_124999,1,other_male_householder,no_65_plus,9.0,3,syn_t009_h0000004
14000US06089010702,8900,38,2,1,2.0,1.0,92500.0,75000_99999,2,married_couple,has_65_plus,38.0,2,syn_t009_h0000005
14000US06089010702,8900,8,1,1,1.0,6.0,75000.0,75000_99999,1,nonfamily_not_living_alone,no_65_plus,8.0,1,syn_t009_h0000006
14000US06089010702,8900,13,3,1,3.0,3.0,43960.0,40000_44999,3,other_female_householder,no_65_plus,13.0,3,syn_t009_h0000007
14000US06089010702,8900,22,2,1,4.0,1.0,60300.0,60000_74999,4_plus,married_couple,has_65_plus,22.0,2,syn_t009_h0000008
14000US06089010702,8900,38,1,1,2.0,4.0,108500.0,100000_124999,2,nonfamily_living_alone,no_65_plus,38.0,1,syn_t009_h0000009
14000US06089010702,8900,7,1,1,2.0,4.0,14600.0,10000_14999,2,nonfamily_living_alone,no_65_plus,7.0,1,syn_t009_h0000010
14000US06089010702,8900,102,1,1,0.0,4.0,10000.0,10000_14999,0,nonfamily_living_alone,no_65_plus,102.0,1,syn_t009_h0000011
14000US06089010702,8900,38,1,1,0.0,4.0,10400.0,10000_14999,0,nonfamily_living_alone,no_65_plus,38.0,1,syn_t009_h0000012
14000US06089010702,8900,11,1,1,1.0,6.0,56000.0,50000_59999,1,nonfamily_not_living_alone,has_65_plus,11.0,1,syn_t009_h0000013
14000US06089010702,8900,18,2,1,4.0,1.0,67600.0,60000_74999,4_plus,married_couple,no_65_plus,18.0,2,syn_t009_h0000014
14000US06089010702,8900,14,2,1,2.0,1.0,205400.0,200000_plus,2,married_couple,has_65_plus,14.0,2,syn_t009_h0000015
14000US06089010702,8900,18,1,1,3.0,4.0,75000.0,75000_99999,3,nonfamily_living_alone,no_65_plus,18.0,1,syn_t009_h0000016
14000US06089010702,8900,43,2,1,2.0,3.0,9000.0,lt_10000,2,other_female_householder,no_65_plus,43.0,2,syn_t009_h0000017
14000US06089010702,8900,18,1,1,1.0,6.0,30000.0,30000_34999,1,nonfamily_not_living_alone,no_65_plus,18.0,1,syn_t009_h0000018
14000US06089010702,8900,52,1,1,1.0,4.0,61000.0,60000_74999,1,nonfamily_living_alone,no_65_plus,52.0,1,syn_t009_h0000019
14000US06089010702,8900,20,1,1,1.0,4.0,22000.0,20000_24999,1,nonfamily_living_alone,has_65_plus,20.0,1,syn_t009_h0000020
14000US06089010702,8900,62,2,1,2.0,1.0,52600.0,50000_59999,2,married_couple,has_65_plus,62.0,2,syn_t009_h0000021
14000US06089010702,8900,9,2,1,4.0,1.0,269000.0,200000_plus,4_plus,married_couple,has_65_plus,9.0,2,syn_t009_h0000022
14000US06089010703,8900,12,5,1,2.0,3.0,5900.0,lt_10000,2,other_female_householder,no_65_plus,12.0,5,syn_t010_h0000001
14000US06089010703,8900,48,1,1,1.0,4.0,23000.0,20000_24999,1,nonfamily_living_alone,no_65_plus,48.0,1,syn_t010_h0000002
14000US06089010703,8900,38,4,1,2.0,1.0,105000.0,100000_124999,2,married_couple,no_65_plus,38.0,4,syn_t010_h0000003
14000US06089010703,8900,16,4,1,2.0,3.0,24200.0,20000_24999,2,other_female_householder,has_65_plus,16.0,4,syn_t010_h0000004
14000US06089010703,8900,14,7,1,3.0,3.0,12700.0,10000_14999,3,other_female_householder,no_65_plus,14.0,7,syn_t010_h0000005
14000US06089010703,8900,16,1,1,2.0,4.0,29000.0,25000_29999,2,nonfamily_living_alone,has_65_plus,16.0,1,syn_t010_h0000006
14000US06089010703,8900,35,1,1,1.0,4.0,10000.0,10000_14999,1,nonfamily_living_alone,no_65_plus,35.0,1,syn_t010_h0000007
14000US06089010703,8900,13,2,1,1.0,1.0,39300.0,35000_39999,1,married_couple,has_65_plus,13.0,2,syn_t010_h0000008
14000US06089010703,8900,10,2,1,2.0,1.0,29500.0,25000_29999,2,married_couple,has_65_plus,10.0,2,syn_t010_h0000009
14000US06089010703,8900,11,1,1,0.0,6.0,15100.0,15000_19999,0,nonfamily_not_living_alone,has_65_plus,11.0,1,syn_t010_h0000010
14000US06089010703,8900,19,3,1,2.0,1.0,38000.0,35000_39999,2,married_couple,no_65_plus,19.0,3,syn_t010_h0000011
14000US06089010703,8900,30,4,1,1.0,1.0,63000.0,60000_74999,1,married_couple,no_65_plus,30.0,4,syn_t010_h0000012
14000US06089010703,8900,50,4,1,2.0,1.0,43000.0,40000_44999,2,married_couple,no_65_plus,50.0,4,syn_t010_h0000013
14000US06089010703,8900,32,2,1,2.0,1.0,46000.0,45000_49999,2,married_couple,no_65_plus,32.0,2,syn_t010_h0000014
14000US06089010703,8900,17,1,1,1.0,4.0,104000.0,100000_124999,1,nonfamily_living_alone,has_65_plus,17.0,1,syn_t010_h0000015
14000US06089010703,8900,21,1,1,1.0,4.0,21200.0,20000_24999,1,nonfamily_living_alone,has_65_plus,21.0,1,syn_t010_h0000016
14000US06089010703,8900,49,2,1,3.0,1.0,70000.0,60000_74999,3,married_couple,no_65_plus,49.0,2,syn_t010_h0000017
14000US06089010703,8900,47,1,1,1.0,4.0,15600.0,15000_19999,1,nonfamily_living_alone,has_65_plus,47.0,1,syn_t010_h0000018
